customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-11538,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.09,1303.22,No
CUST-11539,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,79.2,1050.93,No
CUST-11540,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,48.17,1124.61,No
CUST-11541,Male,1,Yes,Yes,23,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.05,1508.58,Yes
CUST-11542,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),75.69,4299.64,No
CUST-11543,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.28,1813.48,No
CUST-11544,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),71.03,799.45,No
CUST-11545,Female,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1251.82,No
CUST-11546,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,72.19,206.52,No
CUST-11547,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.78,935.72,No
CUST-11548,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,89.92,2217.69,No
CUST-11549,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),56.12,213.16,No
CUST-11550,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),88.08,5732.1,No
CUST-11551,Female,0,No,No,25,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.78,1656.65,No
CUST-11552,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,72.35,4128.28,No
CUST-11553,Female,0,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.97,529.6,Yes
CUST-11554,Male,0,Yes,No,38,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.53,2151.42,No
CUST-11555,Male,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),51.63,458.36,No
CUST-11556,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),46.62,772.73,No
CUST-11557,Female,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.81,698.52,No
CUST-11558,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.09,1306.56,No
CUST-11559,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,54.99,1186.27,No
CUST-11560,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),44.51,2443.35,No
CUST-11561,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,148.74,No
CUST-11562,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.18,769.04,No
CUST-11563,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.71,3974.01,No
CUST-11564,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.14,1249.99,No
CUST-11565,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,66.63,2382.14,No
CUST-11566,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.71,959.0,No
CUST-11567,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),52.56,253.35,No
CUST-11568,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,901.13,No
CUST-11569,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.13,1263.85,No
CUST-11570,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.86,1172.81,No
CUST-11571,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,78.92,1594.21,No
CUST-11572,Female,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,431.14,No
CUST-11573,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),65.23,4563.92,No
CUST-11574,Male,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.63,1349.0,No
CUST-11575,Male,1,No,Yes,68,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),54.43,3707.38,No
CUST-11576,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.3,4187.59,No
CUST-11577,Female,0,Yes,No,31,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.6,2655.16,No
CUST-11578,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),48.49,434.68,No
CUST-11579,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,51.3,839.01,Yes
CUST-11580,Male,0,Yes,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.35,1642.69,No
CUST-11581,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),67.49,4068.54,No
CUST-11582,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.52,1206.67,No
CUST-11583,Male,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.56,1499.61,Yes
CUST-11584,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.26,3120.48,No
CUST-11585,Male,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,60.71,696.68,No
CUST-11586,Female,0,No,Yes,48,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.42,2750.09,No
CUST-11587,Male,0,Yes,No,40,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,52.17,2093.71,No
CUST-11588,Female,0,Yes,No,71,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,50.64,3610.74,No
CUST-11589,Male,1,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),77.5,2692.29,No
CUST-11590,Female,1,Yes,No,38,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,45.98,1739.38,No
CUST-11591,Male,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.81,1276.86,No
CUST-11592,Male,1,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),63.19,4548.53,No
CUST-11593,Male,1,No,Yes,53,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,43.93,2317.64,No
CUST-11594,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.93,3998.63,Yes
CUST-11595,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,1132.44,No
CUST-11596,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,59.5,4218.91,No
CUST-11597,Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,48.14,2554.44,No
CUST-11598,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.48,1676.43,No
CUST-11599,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,64.14,2933.2,No
CUST-11600,Male,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),81.24,1357.22,No
CUST-11601,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,655.44,No
CUST-11602,Female,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.82,684.65,No
CUST-11603,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.07,6279.82,Yes
CUST-11604,Male,0,Yes,No,40,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,67.4,2692.05,No
CUST-11605,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.06,5324.44,Yes
CUST-11606,Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1421.61,No
CUST-11607,Female,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.04,1505.08,No
CUST-11608,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.94,638.59,No
CUST-11609,Male,1,No,No,56,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,50.95,2841.83,Yes
CUST-11610,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),55.41,976.24,No
CUST-11611,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.54,896.94,No
CUST-11612,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),70.5,2439.46,No
CUST-11613,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.68,1040.34,No
CUST-11614,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),46.64,3295.56,No
CUST-11615,Male,0,No,No,63,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,54.42,3427.77,No
CUST-11616,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.43,885.73,No
CUST-11617,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.51,1.37,Yes
CUST-11618,Male,0,No,No,13,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,66.51,857.34,No
CUST-11619,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.62,1325.98,Yes
CUST-11620,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.84,5065.93,No
CUST-11621,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,81.94,2381.56,No
CUST-11622,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.83,79.84,Yes
CUST-11623,Male,0,Yes,No,42,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.06,2047.0,No
CUST-11624,Female,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),46.16,3179.1,No
CUST-11625,Female,0,Yes,No,40,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,59.29,2395.06,No
CUST-11626,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),66.57,2086.14,No
CUST-11627,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.72,263.91,Yes
CUST-11628,Male,0,No,Yes,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.57,4255.54,No
CUST-11629,Male,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.47,193.61,No
CUST-11630,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),72.63,4972.14,No
CUST-11631,Female,1,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,278.44,No
CUST-11632,Male,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),81.73,763.26,Yes
CUST-11633,Female,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),43.66,1069.67,No
CUST-11634,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,68.37,0.26,No
CUST-11635,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.09,56.07,Yes
CUST-11636,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.83,1030.03,Yes
CUST-11637,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.67,1064.46,Yes
CUST-11638,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),65.38,3810.93,No
CUST-11639,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,60.01,1070.11,No
CUST-11640,Female,0,Yes,No,47,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,46.36,2199.68,No
CUST-11641,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.26,1975.38,No
CUST-11642,Male,1,Yes,Yes,31,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.84,1660.96,No
CUST-11643,Female,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,60.52,1435.68,No
CUST-11644,Male,0,No,Yes,65,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),56.63,3678.18,No
CUST-11645,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),74.96,2760.24,No
CUST-11646,Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.43,794.87,No
CUST-11647,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),62.35,3865.96,No
CUST-11648,Female,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.37,3184.5,Yes
CUST-11649,Female,0,No,Yes,10,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.95,628.71,No
CUST-11650,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,70.72,929.63,No
CUST-11651,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.56,1214.46,No
CUST-11652,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.34,572.56,No
CUST-11653,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.14,992.77,No
CUST-11654,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),73.14,2660.37,No
CUST-11655,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.45,242.58,No
CUST-11656,Female,0,Yes,No,29,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.6,1742.21,No
CUST-11657,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),53.3,3173.93,No
CUST-11658,Female,1,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),79.78,5279.8,No
CUST-11659,Male,0,No,No,70,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,36.47,2544.74,No
CUST-11660,Female,1,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),67.24,4480.53,No
CUST-11661,Female,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.51,850.87,Yes
CUST-11662,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.68,5023.19,No
CUST-11663,Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.66,4436.06,No
CUST-11664,Female,0,No,No,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),64.53,2967.22,No
CUST-11665,Male,0,No,No,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,51.84,1564.99,No
CUST-11666,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.27,1556.9,No
CUST-11667,Female,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),39.22,1180.98,No
CUST-11668,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.05,870.1,No
CUST-11669,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),46.46,354.12,No
CUST-11670,Female,1,No,Yes,41,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.64,2354.07,No
CUST-11671,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,41.34,60.69,No
CUST-11672,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.98,168.46,No
CUST-11673,Female,1,Yes,Yes,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.79,706.73,No
CUST-11674,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.83,2981.56,No
CUST-11675,Female,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,37.6,1308.73,No
CUST-11676,Male,1,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.81,2891.76,No
CUST-11677,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),68.45,2549.88,Yes
CUST-11678,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.99,5462.91,Yes
CUST-11679,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.65,837.32,No
CUST-11680,Female,1,Yes,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.7,1656.46,No
CUST-11681,Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.51,922.7,Yes
CUST-11682,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,74.6,1426.85,No
CUST-11683,Female,0,No,No,13,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.43,764.94,No
CUST-11684,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,60.32,167.12,No
CUST-11685,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.21,1582.63,Yes
CUST-11686,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,65.33,1181.03,Yes
CUST-11687,Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.07,905.3,Yes
CUST-11688,Female,0,No,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),61.14,1194.53,No
CUST-11689,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),72.51,3641.13,No
CUST-11690,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.0,5338.87,No
CUST-11691,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.76,792.24,No
CUST-11692,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.6,323.35,No
CUST-11693,Male,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.26,3506.47,No
CUST-11694,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.49,697.19,Yes
CUST-11695,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,57.2,230.76,No
CUST-11696,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,68.39,2824.09,No
CUST-11697,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.71,1365.38,No
CUST-11698,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,60.46,1305.32,No
CUST-11699,Female,1,No,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,82.41,5744.29,No
CUST-11700,Male,0,No,Yes,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.27,292.06,No
CUST-11701,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,85.4,264.16,No
CUST-11702,Female,1,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),74.5,3158.49,Yes
CUST-11703,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.05,1641.12,No
CUST-11704,Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,80.99,4672.97,No
CUST-11705,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,73.82,178.78,No
CUST-11706,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.48,1919.69,No
CUST-11707,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.18,215.32,Yes
CUST-11708,Male,0,Yes,Yes,3,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,60.11,153.65,No
CUST-11709,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.99,696.29,No
CUST-11710,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.59,4798.01,Yes
CUST-11711,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.29,700.71,Yes
CUST-11712,Female,0,Yes,Yes,61,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.36,5427.8,Yes
CUST-11713,Female,0,No,Yes,37,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,47.27,1731.22,No
CUST-11714,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),67.15,2331.55,No
CUST-11715,Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),58.34,3895.69,No
